--[[
  ~ dumper · customs · dota2
  ~ credits: rou (a.k.a internetenemy), qfun(a.k.a qfun_g9s)
  ~ special for t.me/wildguild

  ~ build 1413b34 · 2026-07-24 17:22:14 UTC
  ~ auto-generated — do not edit
]]


"lang"
{
	"Language"		"portuguese"
		"DOTA_Tooltip_ability_huskar_berserkers_blood_reverse_custom_Description"				"Quanto maior a saúde, mais forte é o herói. Aumenta a sua velocidade de ataque, resistência mágica e recuperação de saúde dependendo da saúde atual. A recuperação é igual a uma parte da agilidade do herói."
		"DOTA_Tooltip_ability_huskar_berserkers_blood_reverse_custom_maximum_attack_speed"		"VELOCIDADE MÁXIMA DE ATAQUE:"
		"DOTA_Tooltip_ability_huskar_berserkers_blood_reverse_custom_maximum_health_regen"		"%MAX RECUPERAÇÃO DE AGILIDADE:"
		"DOTA_Tooltip_ability_huskar_berserkers_blood_reverse_custom_maximum_magic_resist"		"% RESISTÊNCIA MÁGICA MÁXIMA:"
		"DOTA_Tooltip_ability_huskar_berserkers_blood_reverse_custom_hp_threshold_max"			"% DE SAÚDE PARA EFEITO MÁXIMO:"

		"DOTA_Tooltip_ability_huskar_life_break_custom"									"Life Break"
		"DOTA_Tooltip_ability_huskar_life_break_custom_Description"						"Huskar sacrifica parte da sua vida para quebrar a de um inimigo, saltando para cima deste e destruindo-lhe uma percentagem da vida atual. Também reduz a rapidez de movimento e de ataque do alvo. Durante o salto, Huskar é imune a debuffs com %immunity_resist%%% de resistência a magia.\n\nTIPO DE DISSIPAÇÃO (DISPEL): Básico"
		"DOTA_Tooltip_ability_huskar_life_break_custom_Lore"							"Qualquer que seja o perigo, o guerreiro sagrado corre para uma batalha à qual só ele pode sobreviver."
		"DOTA_Tooltip_ability_huskar_life_break_custom_Note0"							"O salto irá parar se o dono da habilidade ficar incapacitado a meio do voo ou se o alvo se mover mais de 1400 em 0,015 segundos."
		"DOTA_Tooltip_ability_huskar_life_break_custom_Note1"							"Retarda os inimigos imunes à magia."
		"DOTA_Tooltip_ability_huskar_life_break_custom_Note2"							"Esta habilidade não pode ser eliminada do alvo."
		"DOTA_Tooltip_ability_huskar_life_break_custom_tooltip_health_damage"			"% DANO ALVO:"
		"DOTA_Tooltip_ability_huskar_life_break_custom_tooltip_health_cost_percent"		"% DANO PARA SI MESMO:"
		"DOTA_Tooltip_ability_huskar_life_break_custom_movespeed"						"%MOVIMENTO LENTO:"
		"DOTA_Tooltip_ability_huskar_life_break_custom_attack_speed"					"ATAQUE LENTO:"
		"DOTA_Tooltip_ability_huskar_life_break_custom_slow_duration_tooltip"			"DURAÇÃO LENTA:"



		"DOTA_Tooltip_modifier_huskar_blood_magic_custom"								"Magia de Sangue"
		"DOTA_Tooltip_modifier_huskar_blood_magic_custom_Description"					"O herói não tem mana."

		"DOTA_Tooltip_modifier_huskar_burning_spear_custom_debuff"						"Lança Ardente"
		"DOTA_Tooltip_modifier_huskar_burning_spear_custom_debuff_Description"			"ESTÁS A ARDER! Estás a sofrer danos periodicamente."

		"DOTA_Tooltip_modifier_huskar_berserkers_blood_custom"							"Sangue de Berserker"
		"DOTA_Tooltip_modifier_huskar_berserkers_blood_custom_Description"				"Velocidade de ataque aumentada em %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%, resistência mágica aumentada em %dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_BONUS%%%, regeneração de saúde aumentada em %dMODIFIER_PROPERTY_HEALTH_REGEN_CONSTANT%."

		"DOTA_Tooltip_modifier_huskar_berserkers_blood_reverse_custom"					"Sangue do Berserker Reverso"
		"DOTA_Tooltip_modifier_huskar_berserkers_blood_reverse_custom_Description"		"Velocidade de ataque aumentada em %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%, resistência mágica aumentada em %dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_BONUS%%%, regeneração de saúde aumentada em %dMODIFIER_PROPERTY_HEALTH_REGEN_CONSTANT%."

		"DOTA_Tooltip_modifier_huskar_life_break_custom_debuff"							"Quebra de Vida"
		"DOTA_Tooltip_modifier_huskar_life_break_custom_debuff_Description"				"Velocidade de movimento reduzida em %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%, velocidade de ataque reduzida em %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%."

		"DOTA_Tooltip_modifier_huskar_inner_fire_custom_debuff"							"Fogo Interior"
		"DOTA_Tooltip_modifier_huskar_inner_fire_custom_debuff_Description"				"Silêncio do Fogo Interior"
		"DOTA_Tooltip_modifier_huskar_inner_fire_custom_knockback"						"Empurrar"

		"DOTA_Tooltip_modifier_huskar_inner_fire_custom_rooted"							"Fogo Interior"
		"DOTA_Tooltip_modifier_huskar_inner_fire_custom_rooted_Description"				"Raiz de Fogo Interior"

		"DOTA_Tooltip_modifier_huskar_life_break_custom_debuff_aggresive"				"Provocação da ruptura da vida"
		"DOTA_Tooltip_modifier_huskar_life_break_custom_debuff_aggresive_Description"	"A criatura ataca o dono desta habilidade de forma incontrolável."

		"DOTA_Tooltip_modifier_huskar_1_buff_cooldown"									"Imortal"
		"DOTA_Tooltip_modifier_huskar_1_buff_cooldown_Description"						"A habilidade está em espera."

		"DOTA_Tooltip_modifier_huskar_4_buff"											"Lança Ardente"
		"DOTA_Tooltip_modifier_huskar_4_buff_Description"								"Incendeia os inimigos que atacam o herói."

"DOTA_Tooltip_modifier_huskar_6_buff"											"Dano de Sangue"
"DOTA_Tooltip_modifier_huskar_6_buff_Description"								"Abates de heróis aumentam o dano de Life Break."




		///////////////////////////////////////////////////////////////////////////////////////////////---------------------------MARCI

		"DOTA_Tooltip_ability_marci_special_delivery_custom"    "Entrega Especial"
"DOTA_Tooltip_ability_marci_special_delivery_custom_Description"    "O herói assobia para seu mensageiro, teleportando-o instantaneamente até si. Após o teleporte, o mensageiro cria uma área de loja por %duration_tooltip% segundos."
"DOTA_Tooltip_ability_marci_special_delivery_custom_Lore"    "Solidariedade profissional entre mensageiros."
"DOTA_Tooltip_ability_marci_special_delivery_custom_Note0"    "Possui um atraso de conjuração de %abilitycastpoint% seg."
"DOTA_Tooltip_ability_marci_special_delivery_custom_AbilityCooldown"    "TEMPO DE RECARGA:"
"DOTA_Tooltip_ability_marci_special_delivery_custom_radius"				"RAIO:"

		"DOTA_Tooltip_ability_marci_grapple_custom"								"Dispose"
		"DOTA_Tooltip_ability_marci_grapple_custom_Description"					"Marci agarra num alvo aliado ou inimigo e lança-o facilmente para trás dela. Se a unidade for um inimigo, ser-lhe-á causado dano e será abrandado. Todas as unidades inimigas na área do impacto também sofrerão dano e serão abrandadas."
		"DOTA_Tooltip_ability_marci_grapple_custom_Lore"						"Marci é brilhante a remover obstáculos no caminho da Princesa Mirana."
		"DOTA_Tooltip_ability_marci_grapple_custom_throw_distance_behind"		"FAIXA DE LANÇAMENTO:"
		"DOTA_Tooltip_ability_marci_grapple_custom_debuff_duration"				"DURAÇÃO LENTA:"
		"DOTA_Tooltip_ability_marci_grapple_custom_movement_slow_pct"			"%MOVIMENTO LENTO:"
		"DOTA_Tooltip_ability_marci_grapple_custom_impact_damage"				"DANO:"

		"DOTA_Tooltip_ability_marci_companion_run_custom"						"Rebound"
		"DOTA_Tooltip_ability_marci_companion_run_custom_Description"			"Marci corre até à unidade aliada selecionada e depois salta numa outra direção. Inimigos no local de destino do ressalto irão sofrer dano e atordoamento.\n\nSe a opção de uso alternativo estiver ativa em Rebound, Marci traz o aliado com ela para o ponto de destino.\n\nO aliado recebe um bónus de rapidez de movimento de %ally_movespeed_pct%%% durante %ally_buff_duration%s."
		"DOTA_Tooltip_ability_marci_companion_run_custom_Lore"					"Ao aproveitar-se de um amigo ou inimigo, Marcy pode entrar no meio da batalha."
		"DOTA_Tooltip_ability_marci_companion_run_custom_Note0"					"A distância mínima do salto é %min_jump_distance%."
		"DOTA_Tooltip_ability_marci_companion_run_custom_Note1"					"O alvo original pode evitar o ataque do herói."
		"DOTA_Tooltip_ability_marci_companion_run_custom_Note2"					"Esta habilidade não pode ser refletida."
		"DOTA_Tooltip_ability_marci_companion_run_custom_impact_damage"			"DANO À ÁREA:"
		"DOTA_Tooltip_ability_marci_companion_run_custom_debuff_duration"		"DURAÇÃO DO ATORDOAMENTO:"
		"DOTA_Tooltip_ability_marci_companion_run_custom_max_jump_distance"		"SALTO E FAIXA DE APLICAÇÃO:"

		"DOTA_Tooltip_ability_marci_guardian_custom"							"Bodyguard"
		"DOTA_Tooltip_ability_marci_guardian_custom_Description"				"Concede passivamente à Marci um bónus de roubo de vida e aumenta o dano dos seus ataques.\n\nQuando usado num aliado, este recebe %max_partner_penalty%%% do bónus passivo de roubo de vida e dano de ataques. Além disso, é criada para a Marci e para o aliado uma barreira partilhada contra todo o tipo de dano. Quando a Marci ataca heróis, %shared_barrier_replenish_amount%%% do dano causado restaura a vida da barreira."
		"DOTA_Tooltip_ability_marci_guardian_custom_Note0"						"Esta habilidade não pode ser utilizada em si mesmo."
		"DOTA_Tooltip_ability_marci_guardian_custom_Note1"						"Vampirismo causado por danos em criaturas é %creep_lifesteal_reduction_pct%%% menor."
		"DOTA_Tooltip_ability_marci_guardian_custom_Lore"						"Mesmo na juventude, a Marcy aprendeu que a melhor ajuda numa confusão é uma assistente de confiança."
		"DOTA_Tooltip_ability_marci_guardian_custom_lifesteal_pct"		"%ROUBO DE VIDA:"
		"DOTA_Tooltip_ability_marci_guardian_custom_bonus_damage"			"%BÓNUS DE DANO DE ATAQUE BASE:"
		"DOTA_Tooltip_ability_marci_guardian_custom_bodyguard_duration"	"DURAÇÃO:"
		"DOTA_Tooltip_ability_marci_guardian_custom_shared_barrier"	"VIDA DA BARREIRA PARTILHADA:"

		"DOTA_Tooltip_ability_marci_unleash_custom"								"Unleash"
		"DOTA_Tooltip_ability_marci_unleash_custom_Description"					"Marci desperta um poder oculto, ganhando cargas de Fúria que lhe permitem desferir uma sequência rápida de murros que reduzem a rapidez de movimento e de ataque do alvo durante %pulse_debuff_duration%s. O último murro de cada sequência de Fúria cria uma pulsação à volta do alvo. Entre cada sequência de Fúria, Marci não pode atacar durante %time_between_flurries% segundos.\n\nMarci ganha mais %bonus_movespeed%%% de rapidez de movimento quando Unleash é usado."
		"DOTA_Tooltip_ability_marci_unleash_custom_Note0"						"Não deve haver mais de 1 segundo entre os ataques numa combinação de raiva, caso contrário a combinação será interrompida."
		"DOTA_Tooltip_ability_marci_unleash_custom_Note1"						"Remove o limite de velocidade de ataque."
		"DOTA_Tooltip_ability_marci_unleash_custom_Lore"						"Marcy revida qualquer pessoa que tente descobrir a fonte do seu poder."
		"DOTA_Tooltip_ability_marci_unleash_custom_duration"					"DURAÇÃO:"
		"DOTA_Tooltip_ability_marci_unleash_custom_charges_per_flurry"			"ACESOS NUMA COMBINAÇÃO FURIOSA:"
		"DOTA_Tooltip_ability_marci_unleash_custom_pulse_radius"				"RAIO DE PULSAÇÃO:"
		"DOTA_Tooltip_ability_marci_unleash_custom_pulse_damage"				"RIP DANO:"
		"DOTA_Tooltip_ability_marci_unleash_custom_pulse_move_slow_pct"			"%MOVIMENTO LENTO:"
		"DOTA_Tooltip_ability_marci_unleash_custom_pulse_attack_slow_pct"		"VELOCIDADE DE ATAQUE BASE REDUZIDA:"
		"DOTA_Tooltip_ability_marci_unleash_custom_flurry_bonus_attack_speed" 	"VELOCIDADE DE ATAQUE ADICIONAL:"

		"DOTA_Tooltip_ability_marci_beatiful_illusion_custom"					"Bela Ilusão"
		"DOTA_Tooltip_ability_marci_beatiful_illusion_custom_Description"		"Nunca pode haver beleza a mais! Cria a ilusão de um herói."
		"DOTA_Tooltip_ability_marci_beatiful_illusion_custom_duration"			"VIDA DE UMA ILUSÃO:"
		"DOTA_Tooltip_ability_marci_beatiful_illusion_custom_illusion_count"	"ILUSÕES MÁXIMAS:"
		"DOTA_Tooltip_ability_marci_beatiful_illusion_custom_damage_out"		"%DANO À ILUSÃO:"
		"DOTA_Tooltip_ability_marci_beatiful_illusion_custom_damage_in"			"%DANO À ILUSÃO:"



		"DOTA_Tooltip_modifier_marci_unleash_custom_attacks"						"Libertar"
		"DOTA_Tooltip_modifier_marci_unleash_custom_attacks_Description"			"Os ataques deste herói são uma combinação de raiva."

		"DOTA_Tooltip_modifier_marci_unleash_custom"								"Fúria por Libertar"
		"DOTA_Tooltip_modifier_marci_unleash_custom_Description"					"A velocidade de ataque aumentou bastante."
		
		"DOTA_Tooltip_modifier_marci_unleash_custom_str_buff"						"Libertar"
		"DOTA_Tooltip_modifier_marci_unleash_custom_str_buff_Description"			"Rouba o poder dos inimigos."
		
		"DOTA_Tooltip_modifier_marci_unleash_custom_str_debuff"						"Libertar"
		"DOTA_Tooltip_modifier_marci_unleash_custom_str_debuff_Description"			"O seu poder foi roubado!"

		"DOTA_Tooltip_modifier_marci_unleash_custom_attacks_refresh"				"Recarga de Fúria de Libertar"
		"DOTA_Tooltip_modifier_marci_unleash_custom_attacks_refresh_Description"	"À espera dos próximos golpes de fúria."

		"DOTA_Tooltip_modifier_marci_unleash_custom_debuff"							"Libertação de ondulação"
		"DOTA_Tooltip_modifier_marci_unleash_custom_debuff_Description"				"O movimento e a velocidade de ataque desta criatura foram reduzidos."

		"DOTA_Tooltip_modifier_marci_unleash_pulse_silence"							"Silêncio da pulsação do desencadeamento"
		"DOTA_Tooltip_modifier_marci_unleash_pulse_silence_Description"				"A criatura está sem palavras."
	
		"DOTA_Tooltip_modifier_marci_companion_run_custom_buff"						"Rebote"
		"DOTA_Tooltip_modifier_marci_companion_run_custom_buff_Description"			"A velocidade de movimento desta criatura foi reduzida."

		"DOTA_Tooltip_modifier_marci_guardian_custom"					"Ajudante"
		"DOTA_Tooltip_modifier_marci_guardian_custom_Description"		"O roubo de vida e o dano desta criatura foram aumentados."

		"DOTA_Tooltip_modifier_marci_guardian_custom_timer"					"Ajudante"
		"DOTA_Tooltip_modifier_marci_guardian_custom_timer_Description"		"A habilidade funciona com toda a força."

		"DOTA_Tooltip_modifier_marci_grapple_custom_debuff"						"Descarte"
		"DOTA_Tooltip_modifier_marci_grapple_custom_debuff_Description"			"Velocidade de movimento reduzida em %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%"

		"DOTA_Tooltip_marci_beatiful_illusion_custom_handler_explosion"					"Marci"
		"DOTA_Tooltip_marci_beatiful_illusion_custom_handler_explosion_Description"		"As ilusões explodem com a morte."

		"DOTA_Tooltip_modifier_marci_21_debuff"						"Olho de Marci"
		"DOTA_Tooltip_modifier_marci_21_debuff_Description"			"Cura, restauração de saúde, roubo de vida e roubo de vida de feitiço são reduzidos em %dMODIFIER_PROPERTY_LIFESTEAL_AMPLIFY_PERCENTAGE%%%."






		///////////////////////////////////////////////////////////////////////////////////////////////---------------------------RUBICK



		"DOTA_Tooltip_ability_rubick_telekinesis_custom"								"Telekinesis"
		"DOTA_Tooltip_ability_rubick_telekinesis_custom_Description"					"Rubick usa os seus poderes telecinéticos para suspender o inimigo no ar por breves momentos e depois arremessa-o de volta para o chão. A unidade aterra no chão com tanta força que causa atordoamento (stun) a inimigos por perto."
		"DOTA_Tooltip_ability_rubick_telekinesis_custom_Lore"							"Até o maior mágico pode lançar magia por diversão."
		"DOTA_Tooltip_ability_rubick_telekinesis_custom_Note0"							"Quando o alvo está no ar, podes usar uma habilidade adicional para lançar o inimigo na direção especificada."
		"DOTA_Tooltip_ability_rubick_telekinesis_custom_Note1"							"A aterragem não atordoa um inimigo elevado."
		"DOTA_Tooltip_ability_rubick_telekinesis_custom_lift_duration"					"DURAÇÃO DO ELEVADOR:"
		"DOTA_Tooltip_ability_rubick_telekinesis_custom_stun_duration"					"DURAÇÃO DO ATORDOAMENTO:"
		"DOTA_Tooltip_ability_rubick_telekinesis_custom_radius"							"RAIO DE ATORDOAMENTO:"
		"DOTA_Tooltip_ability_rubick_telekinesis_custom_max_land_distance"				"FAIXA MÁXIMA DE LANÇAMENTOS:"
		"DOTA_Tooltip_ability_rubick_telekinesis_land_custom"							"Terra da Telecinese"
		"DOTA_Tooltip_ability_rubick_telekinesis_land_custom_Description"				"Indica o local onde o alvo irá aterrar após o término da Telecinesia."
		"DOTA_Tooltip_ability_rubick_telekinesis_land_self_custom"						"Terra da Telecinese"
		"DOTA_Tooltip_ability_rubick_telekinesis_land_self_custom_Description"			"Indica o local onde irás aterrar após o término da Telecinese."

		"DOTA_Tooltip_ability_rubick_fade_bolt_custom"									"Fade Bolt"
		"DOTA_Tooltip_ability_rubick_fade_bolt_custom_Description"						"Rubick cria uma corrente poderosa de energia arcana que ressalta entre unidades inimigas, causando dano e reduzindo o dano dos ataques e habilidades destas. É causado menos dano com cada salto."
		"DOTA_Tooltip_ability_rubick_fade_bolt_custom_Lore"								"O meu feitiço favorito para me livrar de possíveis assassinos é, na sua essência, bastante primitivo."
		"DOTA_Tooltip_ability_rubick_fade_bolt_custom_damage"							"DANO:"
		"DOTA_Tooltip_ability_rubick_fade_bolt_custom_jump_damage_reduction_pct"		"% REDUÇÃO DE DANO POR SALTO:"
		"DOTA_Tooltip_ability_rubick_fade_bolt_custom_attack_damage_reduction"			"% REDUÇÃO DE DANO ÀS VÍTIMAS:"
		"DOTA_Tooltip_ability_rubick_fade_bolt_custom_duration"							"DURAÇÃO DO EFEITO:"

		"DOTA_Tooltip_ability_rubick_arcane_supremacy_custom"							"Arcane Supremacy"
		"DOTA_Tooltip_ability_rubick_arcane_supremacy_custom_Description"				"Faz com que as habilidades do Rubick tenham um maior alcance e mais amplificação de feitiços."
		"DOTA_Tooltip_ability_rubick_arcane_supremacy_custom_Lore"						"Muitos mágicos nunca serão capazes de se tornarem Grandes…"
		"DOTA_Tooltip_ability_rubick_arcane_supremacy_custom_Note0"						"O recebimento de bónus do aspeto Acumulação Arcana é desativado por exaustão."
		"DOTA_Tooltip_ability_rubick_arcane_supremacy_custom_Note1"						"Os bónus existentes do aspeto Acumulação Arcana não são desativados pela exaustão."
		"DOTA_Tooltip_ability_rubick_arcane_supremacy_custom_cast_range"				"FAIXA DE UTILIZAÇÃO:"
		"DOTA_Tooltip_ability_rubick_arcane_supremacy_custom_spell_amp"					"% DANO ADICIONAL DE FEITIÇO:"

		"DOTA_Tooltip_ability_rubick_spell_steal_custom"								"Spell Steal"
		"DOTA_Tooltip_ability_rubick_spell_steal_custom_Description"				    "Rubick estuda os vestígios de essência mágica de um herói inimigo, aprendendo os segredos do último feitiço que o herói conjurou. Rubick pode usar este feitiço como o seu próprio durante vários minutos ou até ele morrer."
		"DOTA_Tooltip_ability_rubick_spell_steal_custom_Lore"							" ... mas mesmo as suas limitadas capacidades podem ser muito úteis."
		"DOTA_Tooltip_ability_rubick_spell_steal_custom_Note0"							"As habilidades dos itens não podem ser roubadas."
