--[[
  ~ dumper · customs · dota2
  ~ credits: rou (a.k.a internetenemy), qfun(a.k.a qfun_g9s)
  ~ special for t.me/wildguild

  ~ build b9dc48c · 2026-08-02 17:42:46 UTC
  ~ auto-generated — do not edit
]]


﻿Tokens,Schinese,English,Russian
bless_100273_desc_short,{k1}冷却 <font color='#83d18a'>-{v1}</font>秒，持续时间 <font color='#83d18a'>+{v2}</font>秒,"{k1} Cooldown <font color='#83d18a'>-{v1}</font>s, Duration <font color='#83d18a'>+{v2}</font>s","{k1} перезарядка <font color='#83d18a'>-{v1}</font> сек., длительность <font color='#83d18a'>+{v2}</font> сек."
bless_100273a_desc_short,伐木机摧毁树木时，随机获得以下三种奖励之一： <font color='#83d18a'>{gold}</font> 金币、 <font color='#83d18a'>{hp}</font> 最大生命值或 <font color='#83d18a'>{jnzq}%</font> 技能增强，有<font color='#83d18a'>{pct}%</font>概率获得福佑礼盒（橙色），获得福佑礼盒后本福佑失效,"Destroying trees grants one of three random rewards: <font color='#83d18a'>{gold}</font> Gold, <font color='#83d18a'>{hp}</font> Max Health, or <font color='#83d18a'>{jnzq}%</font> Spell Amp. Has a <font color='#83d18a'>{pct}%</font> chance to grant a Blessing Box (Orange), after which this blessing is lost.","При уничтожении деревьев даёт одну из трёх случайных наград: <font color='#83d18a'>{gold}</font> золота, <font color='#83d18a'>{hp}</font> макс. здоровья или <font color='#83d18a'>{jnzq}%</font> к урону от способностей. Шанс <font color='#83d18a'>{pct}%</font> получить Благословенный ларец (оранжевый), после чего это благословение теряется."
bless_100274_desc_short,{k1}每秒伤害 <font color='#83d18a'>+{v1}%</font>，冷却 <font color='#83d18a'>-{v2}</font>秒,"{k1} Damage per sec <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} урон в сек. <font color='#83d18a'>+{v1}%</font>, перезарядка <font color='#83d18a'>-{v2}</font> сек."
bless_100275_desc_short,{k1}智力差倍数 <font color='#83d18a'>+{v1}</font>，冷却 <font color='#83d18a'>-{v2}</font>秒,"{k1} Int Difference Multiplier <font color='#83d18a'>+{v1}</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} множ. разницы интеллекта <font color='#83d18a'>+{v1}</font>, перезарядка <font color='#83d18a'>-{v2}</font> сек."
bless_100276_desc_short,{k1}冷却 <font color='#83d18a'>-{v1}</font>秒，持续时间 <font color='#83d18a'>-{v2}%</font>,"{k1} Cooldown <font color='#83d18a'>-{v1}</font>s, Duration <font color='#83d18a'>-{v2}%</font>","{k1} перезарядка <font color='#83d18a'>-{v1}</font> сек., длительность <font color='#83d18a'>-{v2}%</font>"
bless_100277_desc_short,{k1}持续时间 <font color='#83d18a'>+{v1}</font> 秒，减速提升至 <font color='#83d18a'>{v2}%</font>,"{k1} Duration <font color='#83d18a'>+{v1}</font>s, Slow increased to <font color='#83d18a'>{v2}%</font>","{k1} длительность <font color='#83d18a'>+{v1}</font> сек., замедление увеличено до <font color='#83d18a'>{v2}%</font>"
bless_100278_desc_short,{k1}致命一击系数 <font color='#83d18a'>+{v1}%</font> ，攻击距离 <font color='#83d18a'>+{gjjl}</font>,"{k1} Crit Multiplier <font color='#83d18a'>+{v1}%</font>, Attack Range <font color='#83d18a'>+{gjjl}</font>","{k1} множ. крита <font color='#83d18a'>+{v1}%</font> , дальность атаки <font color='#83d18a'>+{gjjl}</font>"
bless_100279_desc_short,{k1}冷却 <font color='#83d18a'>-{v1}</font> 秒,{k1} Cooldown <font color='#83d18a'>-{v1}</font>s,{k1} перезарядка <font color='#83d18a'>-{v1}</font> сек.
bless_100280_desc_short,{k1}伤害 <font color='#83d18a'>+{v1}%</font>,{k1} Damage <font color='#83d18a'>+{v1}%</font>,{k1} урон <font color='#83d18a'>+{v1}%</font>
bless_100281_desc_short,{k1}魔法伤害加深 <font color='#83d18a'>+{v1}%</font>,{k1} Magic Damage Amp <font color='#83d18a'>+{v1}%</font>s,{k1} увелич. маг. урона <font color='#83d18a'>+{v1}%</font> сек.
bless_100282_desc_short,{k1}伤害 <font color='#83d18a'>+{v1}%</font>，魔法消耗 <font color='#83d18a'>-{v2}%</font>,"{k1} Damage <font color='#83d18a'>+{v1}%</font>, Mana Cost <font color='#83d18a'>-{v2}%</font>","{k1} урон <font color='#83d18a'>+{v1}%</font>, расход маны <font color='#83d18a'>-{v2}%</font>"
bless_100283_desc_short,{k1}伤害 <font color='#83d18a'>+{v1}%</font>,{k1} Damage <font color='#83d18a'>+{v1}%</font>,{k1} урон <font color='#83d18a'>+{v1}%</font>
bless_100284_desc_short,{k1}伤害 <font color='#83d18a'>+{v1}%</font>,{k1} Damage <font color='#83d18a'>+{v1}%</font>,{k1} урон <font color='#83d18a'>+{v1}%</font>
bless_100285_desc_short,{k1}护甲削弱 <font color='#83d18a'>+{v1}%</font>,{k1} Armor Reduction <font color='#83d18a'>+{v1}%</font>,{k1} снижение брони <font color='#83d18a'>+{v1}%</font>
bless_100286_desc_short,"攻击距离 <font color='#83d18a'>+{gjjl}</font> ,{k1}冷却 <font color='#83d18a'>-{v1}</font>秒","Attack Range <font color='#83d18a'>+{gjjl}</font> ,{k1} Cooldown <font color='#83d18a'>-{v1}</font>s","Attack Range <font color='#83d18a'>+{gjjl}</font> ,{k1} Cooldown <font color='#83d18a'>-{v1}</font>s"
bless_100287_desc_short,{k1}持续时间 <font color='#83d18a'>+{v1}%</font>,"{k1} Duration <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} длительность <font color='#83d18a'>+{v1}%</font>, перезарядка <font color='#83d18a'>-{v2}</font> сек."
bless_100288_desc_short,{k1}冷却 <font color='#83d18a'>-{v1}</font>秒，{k4}冷却 <font color='#83d18a'>-{v2}</font>秒,"{k1} Cooldown <font color='#83d18a'>-{v1}</font>s, {k4} Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} перезарядка <font color='#83d18a'>-{v1}</font> сек., {k4} перезарядка <font color='#83d18a'>-{v2}</font> сек."
bless_100289_desc_short,{k1}最高伤害增强 <font color='#83d18a'>+{v1}%</font> ，最低伤害距离 <font color='#83d18a'>+{v2}</font>,{k1} Basic Attack Damage <font color='#83d18a'>+{v1}%</font>,{k1} Доп. урон автоатаки <font color='#83d18a'>+{v1}%</font>
bless_100290_desc_short,{k1}伤害 <font color='#83d18a'>+{v1}%</font>，平射距离内伤害提高 <font color='#83d18a'>+{v2}%</font>,{k1} Damage <font color='#83d18a'>+{v1}%</font>，Point Blank Damage <font color='#83d18a'>+{v2}%</font>,{k1} Damage <font color='#83d18a'>+{v1}%</font>，Point Blank Damage <font color='#83d18a'>+{v2}%</font>
bless_100291_desc_short,{k1}火团伤害 <font color='#83d18a'>+{v1}%</font>，冷却 <font color='#83d18a'>-{v2}</font>秒,"{k1} Fireball Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} урон огн. шара <font color='#83d18a'>+{v1}%</font>, перезарядка <font color='#83d18a'>-{v2}</font> сек."
bless_100291a_desc_short,{k1}攻击伤害 <font color='#83d18a'>+{v1}%</font>，攻击次数 <font color='#83d18a'>+{v2}</font>,"{k1} Attack Damage <font color='#83d18a'>+{v1}%</font>, Attack Count <font color='#83d18a'>+{v2}</font>","{k1} урон от атак <font color='#83d18a'>+{v1}%</font>, число атак <font color='#83d18a'>+{v2}</font>"
bless_100292_desc_short,{k1}额外伤害 <font color='#83d18a'>+{v1}%</font>，冷却 <font color='#83d18a'>-{v2}%</font>,"{k1} Bonus Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}%</font>","{k1} доп. урон <font color='#83d18a'>+{v1}%</font>, перезарядка <font color='#83d18a'>-{v2}%</font> ."
bless_100293_desc_short,{k1}攻击距离加成 <font color='#83d18a'>+{v1}%</font>，冷却 <font color='#83d18a'>-{v2}</font>秒,"{k1} Attack Range Bonus <font color='#83d18a'>+{v1}</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} бонус к дальности атаки <font color='#83d18a'>+{v1}</font>, перезарядка <font color='#83d18a'>-{v2}</font> сек."
bless_100294_desc_short,{k1}伤害 <font color='#83d18a'>+{v1}%</font>，最大击退距离 <font color='#83d18a'>+{v2}</font>,"{k1} Damage <font color='#83d18a'>+{v1}%</font>, Max Knockback Distance <font color='#83d18a'>+{v2}</font>","{k1} урон <font color='#83d18a'>+{v1}%</font>, макс. дист. отталкивания <font color='#83d18a'>+{v2}</font>"
bless_100295_desc_short,{k1}幻象攻击力 <font color='#83d18a'>+{v1}%</font>，冷却 <font color='#83d18a'>-{v2}</font>秒,"{k1} Illusion Attack Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} урон иллюзий <font color='#83d18a'>+{v1}%</font>, перезарядка <font color='#83d18a'>-{v2}</font> сек."
bless_100296_desc_short,{k1}伤害 <font color='#83d18a'>+{v1}%</font>,{k1} Damage <font color='#83d18a'>+{v1}%</font>,{k1} урон <font color='#83d18a'>+{v1}%</font>
bless_100297_desc_short,{k1}冷却 <font color='#83d18a'>-{v1}</font>秒，幻象继承攻击力 <font color='#83d18a'>+{v2}%</font>,"{k1} Cooldown <font color='#83d18a'>-{v1}</font>s, Illusion Inherited Damage <font color='#83d18a'>+{v2}%</font>","{k1} перезарядка <font color='#83d18a'>-{v1}</font> сек., урон иллюзий <font color='#83d18a'>+{v2}%</font>"
bless_100298_desc_short,{k1}触发几率提升至 <font color='#83d18a'>{v1}%</font>,{k1} Proc Chance increased to <font color='#83d18a'>{v1}%</font>,{k1} шанс срабатывания до <font color='#83d18a'>{v1}%</font>
bless_100299_desc_short,{k1}移速加成 <font color='#83d18a'>+{v1}%</font> ，冷却时间 <font color='#83d18a'>-{v2}</font> 秒,"{k1} Move Speed bonus <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} бонус к скор. передв. <font color='#83d18a'>+{v1}%</font> , перезарядка <font color='#83d18a'>-{v2}</font> сек."
bless_100300_desc_short,{k1}持续时间 <font color='#83d18a'>+{v1}</font> 秒，移速加成提升至 <font color='#83d18a'>{v2}%</font>,"{k1} Duration <font color='#83d18a'>+{v1}</font>s, Move Speed Bonus to <font color='#83d18a'>{v2}%</font>","{k1} длительность <font color='#83d18a'>+{v1}</font> сек., бонус к скор. передв. до <font color='#83d18a'>{v2}%</font>"
bless_100301_desc_short,{k1}次数 <font color='#83d18a'>+{v2}</font>，开启作用范围 <font color='#83d18a'>+{v1}</font>,"{k1} Charges <font color='#83d18a'>+{v2}</font>, Active Radius <font color='#83d18a'>+{v1}</font>","{k1}: зарядов <font color='#83d18a'>+{v2}</font>, радиус активации <font color='#83d18a'>+{v1}</font>"
bless_100302_desc_short,{k1}伤害 <font color='#83d18a'>+{v1}%</font>,{k1} Damage <font color='#83d18a'>+{v1}%</font>,{k1} урон <font color='#83d18a'>+{v1}%</font>
bless_100303_desc_short,{k1}伤害 <font color='#83d18a'>+{v1}%</font>,{k1} Damage <font color='#83d18a'>+{v1}%</font>,{k1} урон <font color='#83d18a'>+{v1}%</font>
bless_100304_desc_short,{k1}冷却 <font color='#83d18a'>-{v1}%</font>，作用范围 <font color='#83d18a'>+{v2}</font>,"{k1} Cooldown <font color='#83d18a'>-{v1}%</font>, Radius <font color='#83d18a'>+{v2}</font>","{k1} перезарядка <font color='#83d18a'>-{v1}%</font>, радиус <font color='#83d18a'>+{v2}</font>"
bless_100305_desc_short,{k1}伤害 <font color='#83d18a'>+{v1}%</font>，分裂距离 <font color='#83d18a'>+{v2}</font>,"{k1} Damage <font color='#83d18a'>+{v1}%</font>, Split Distance <font color='#83d18a'>+{v2}</font>","{k1} Урон <font color='#83d18a'>+{v1}%</font>, Дистанция разделения <font color='#83d18a'>+{v2}</font>"
bless_100306_desc_short,{k1}冷却 <font color='#83d18a'>-{v1}</font>秒，减速抗性 <font color='#83d18a'>+{v2}%</font>,"{k1} Cooldown <font color='#83d18a'>-{v1}</font>s, Slow Resistance <font color='#83d18a'>+{v2}%</font>","{k1} перезарядка <font color='#83d18a'>-{v1}</font> сек., сопр. замедлению <font color='#83d18a'>+{v2}%</font>"
bless_100307_desc_short,{k1}伤害 <font color='#83d18a'>+{v1}%</font>，冷却 <font color='#83d18a'>-{v2}</font>秒,"{k1} Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} урон <font color='#83d18a'>+{v1}%</font>, перезарядка <font color='#83d18a'>-{v2}</font> сек."
bless_100308_desc_short,{k1}伤害 <font color='#83d18a'>+{v1}%</font>，范围提升至 <font color='#83d18a'>{v2}</font>,"{k1} Damage <font color='#83d18a'>+{v1}%</font>, Radius to <font color='#83d18a'>{v2}</font>","{k1} урон <font color='#83d18a'>+{v1}%</font>, радиус до <font color='#83d18a'>{v2}</font>"
bless_100309_desc_short,{k1}伤害 <font color='#83d18a'>+{v1}%</font>，冷却 <font color='#83d18a'>-{v2}</font>秒,"{k1} Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} урон <font color='#83d18a'>+{v1}%</font>, перезарядка <font color='#83d18a'>-{v2}</font> сек."
bless_100309a_desc_short,{k1}持续时间 <font color='#83d18a'>+{v1}</font>秒，移动速度加成 <font color='#83d18a'>+{v2}%</font>,"{k1} Duration <font color='#83d18a'>+{v1}</font>s, Move Speed <font color='#83d18a'>+{v2}%</font>","{k1} Длительность <font color='#83d18a'>+{v1}</font> сек., Скор. передв. <font color='#83d18a'>+{v2}%</font>"
bless_100310_desc_short,{k1}额外伤害 <font color='#83d18a'>+{v1}%</font>，护甲削弱 <font color='#83d18a'>+{v2}</font>,"{k1} Bonus Damage <font color='#83d18a'>+{v1}%</font>, Armor Reduction <font color='#83d18a'>+{v2}</font>","{k1} доп. урон <font color='#83d18a'>+{v1}%</font>, снижение брони <font color='#83d18a'>+{v2}</font>"
bless_100311_desc_short,{k1}攻击力加成 <font color='#83d18a'>+{v1}</font>，攻击次数 <font color='#83d18a'>+{v2}</font>,"{k1} Attack Damage bonus <font color='#83d18a'>+{v1}</font>, Attack Count <font color='#83d18a'>+{v2}</font>","{k1} бонус к урону <font color='#83d18a'>+{v1}</font>, число атак <font color='#83d18a'>+{v2}</font>"
bless_100312_desc_short,{k1}飞溅伤害 <font color='#83d18a'>+{v1}%</font>，弹射距离 <font color='#83d18a'>+{v2}%</font>,"{k1} Splash Damage <font color='#83d18a'>+{v1}%</font>, Bounce Distance <font color='#83d18a'>+{v2}%</font>","{k1} урон по области <font color='#83d18a'>+{v1}%</font>, дальность отскока <font color='#83d18a'>+{v2}%</font>"
bless_100313_desc_short,{k1}冷却 <font color='#83d18a'>-{v1}%</font>，范围 <font color='#83d18a'>+{v2}</font>,"{k1} Cooldown <font color='#83d18a'>-{v1}%</font>, Range <font color='#83d18a'>+{v2}</font>","{k1} перезарядка <font color='#83d18a'>-{v1}%</font>, дальность <font color='#83d18a'>+{v2}</font>"
bless_100314_desc_short,{k1}冷却 <font color='#83d18a'>-{v1}</font>秒，{k4}冷却 <font color='#83d18a'>-{v2}</font>秒,"{k1} Cooldown <font color='#83d18a'>-{v1}</font>s, {k4} Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} перезарядка <font color='#83d18a'>-{v1}</font> сек., {k4} перезарядка <font color='#83d18a'>-{v2}</font> сек."
bless_100315_desc_short,{k1}攻击力加成 <font color='#83d18a'>+{v1}</font>，攻击距离 <font color='#83d18a'>+{v2}</font>,"{k1} Attack Damage Bonus <font color='#83d18a'>+{v1}%</font>, Attack Range <font color='#83d18a'>+{v2}</font>","{k1} бонус к урону <font color='#83d18a'>+{v1}%</font>, дальность атаки <font color='#83d18a'>+{v2}</font>"
bless_100316_desc_short,{k1}伤害 <font color='#83d18a'>+{v1}%</font>，冷却 <font color='#83d18a'>-{v2}</font>秒,"{k1} Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} урон <font color='#83d18a'>+{v1}%</font>, перезарядка <font color='#83d18a'>-{v2}</font> сек."
bless_100317_desc_short,{k1}攻击力加成 <font color='#83d18a'>+{v1}</font>，攻击力降低 <font color='#83d18a'>-{v2}%</font>,"{k1} Attack Damage Bonus <font color='#83d18a'>+{v1}</font>, Attack Damage reduction <font color='#83d18a'>-{v2}%</font>","{k1} бонус к урону <font color='#83d18a'>+{v1}</font>, снижение урона <font color='#83d18a'>-{v2}%</font>"
bless_100318_desc_short,{k1}冷却时间 <font color='#83d18a'>-{v1}%</font>,{k1} Cooldown <font color='#83d18a'>-{v1}%</font>,{k1} перезарядка <font color='#83d18a'>-{v1}%</font>
bless_100318a_desc_short,{k1}护甲降低 <font color='#83d18a'>+{v1}</font> ，负面状态持续时间 <font color='#83d18a'>+{v2}</font>秒,"{k1} Armor Reduction <font color='#83d18a'>+{v1}</font>, Debuff Duration <font color='#83d18a'>+{v2}</font>s","{k1} Снижение брони <font color='#83d18a'>+{v1}</font>, Длительность эффектов <font color='#83d18a'>+{v2}</font> сек"
bless_100319_desc_short,{k1}导弹伤害 <font color='#83d18a'>+{v1}%</font>，炮塔生命值 <font color='#83d18a'>+{v2}</font>,"{k1} Missile Damage <font color='#83d18a'>+{v1}%</font>, Turret HP <font color='#83d18a'>+{v2}</font>","{k1} Урон ракет <font color='#83d18a'>+{v1}%</font>, ОЗ турели <font color='#83d18a'>+{v2}</font>"
bless_100320_desc_short,{k1}伤害 <font color='#83d18a'>+{v1}%</font>，行进速度 <font color='#83d18a'>+{v2}</font>,"{k1} Damage <font color='#83d18a'>+{v1}%</font>, Move Speed <font color='#83d18a'>+{v2}</font>","{k1} Урон <font color='#83d18a'>+{v1}%</font>, Скорость передвижения <font color='#83d18a'>+{v2}</font>"
bless_100321_desc_short,{k1}伤害 <font color='#83d18a'>+{v1}%</font>，施法距离 <font color='#83d18a'>+{v2}</font>,"{k1} Damage <font color='#83d18a'>+{v1}%</font>, Cast Range <font color='#83d18a'>+{v2}</font>","{k1} Урон <font color='#83d18a'>+{v1}%</font>, Дальность способностей <font color='#83d18a'>+{v2}</font>"
