--[[
  ~ dumper · customs · dota2
  ~ credits: rou (a.k.a internetenemy), qfun(a.k.a qfun_g9s)
  ~ special for t.me/wildguild

  ~ build 16fdfbc · 2026-08-07 21:47:55 UTC
  ~ auto-generated — do not edit
]]


"lang"
{
	"Language"		"Schinese"
	"Tokens"
	{
		//schinese/ability.vdf
		"DOTA_Tooltip_ability_ursa_talent"		"怒意狂击"
		"91000121_detail"		"<font color='#ffe791'>传奇奖励：</font><br>【信使皮肤】南瓜人<br><br><font color='#ffe791'>史诗奖励：</font><br>【信使皮肤】金耀小仓<br>【信使皮肤】baby鲨鱼<br>【信使皮肤】达士奇<br>【信使皮肤】神猫侠<br>【信使皮肤】小飞侠<br>【信使皮肤】毁灭企鹅<br>【信使皮肤】青天玄鸟<br>【兑换币】金耀石30枚<br><br><font color='#ffe791'>稀有奖励：</font><br>【头像框】财富<br>【炫彩素材】绸缎5个<br>【兑换币】金耀石20枚<br><br><font color='#ffe791'>普通奖励：</font><br>【炫彩素材】绸缎2个<br>【兑换币】金耀石10枚<br>【交互品】砸雪球20个"
		"91000121_exchange"		"金耀石兑换"
		"91000121_ribbon"		"金币也有好礼换。"
		"9802953_description"		"兑换获得信使皮肤"
		"9802954_description"		"兑换获得竞技战场"
		"9802955_description"		"兑换获得攻击弹道"
		"9802956_description"		"兑换获得英雄表情"
		"9802957_description"		"兑换获得英雄表情"
		"9802958_description"		"兑换获得英雄表情"
		"9802959_description"		"兑换获得英雄表情"
		"9802960_description"		"兑换获得英雄表情"
		"9802961_description"		"兑换获得英雄表情"
		"9802962_description"		"兑换获得英雄表情"
		"9802963_description"		"兑换获得英雄表情"
		"9802964_description"		"兑换获得英雄表情"
		"9802965_description"		"兑换获得英雄表情"
		"9802966_description"		"兑换获得英雄表情"
		"9802967_description"		"兑换获得英雄表情"
		"9802968_description"		"兑换获得英雄表情"
		"9802969_description"		"兑换获得英雄表情"
		"9900296_description"		"获得十一月礼包一份"
		"1100084_description"		"参与活动获得，用于兑换商品的活动道具"
		"1100087_description"		"参与活动获得，累计积分领取活动奖励"
		"1100088_description"		"参与活动获得，累计积分领取活动奖励"
		"1100201_description"		"参与活动获得，累计积分领取活动奖励"
		"1100202_description"		"参与活动获得，累计积分领取活动奖励"
		"1100203_description"		"参与活动获得，累计积分领取活动奖励"
		"5250037_description"		"S7赛季帝皇杯段排行10名以上奖励该称号"
		"5250038_description"		"S7赛季帝皇杯段排行50名以上奖励该称号"
		"5250039_description"		"S7赛季帝皇杯段排行100名以上奖励该称号"
		"5250040_description"		"S7赛季帝皇杯段排行以上奖励该称号"
		"5710066_description"		"S7赛季黄金段排行以上获得该头像框"
		"5250041_description"		"S8赛季帝皇杯段排行10名以上奖励该称号"
		"5250042_description"		"S8赛季帝皇杯段排行50名以上奖励该称号"
		"5250043_description"		"S8赛季帝皇杯段排行100名以上奖励该称号"
		"5250044_description"		"S8赛季帝皇杯段排行以上奖励该称号"
		"5710070_description"		"S8赛季黄金段排行以上获得该头像框"
		"5250045_description"		"S9赛季帝皇杯段排行10名以上奖励该称号"
		"5250046_description"		"S9赛季帝皇杯段排行50名以上奖励该称号"
		"5250047_description"		"S9赛季帝皇杯段排行100名以上奖励该称号"
		"5250048_description"		"S9赛季帝皇杯段排行以上奖励该称号"
		"5710080_description"		"S9赛季黄金段排行以上获得该头像框"
		"5250049_description"		"S10赛季帝皇杯段排行10名以上奖励该称号"
		"5250050_description"		"S10赛季帝皇杯段排行50名以上奖励该称号"
		"5250051_description"		"S10赛季帝皇杯段排行100名以上奖励该称号"
		"5250052_description"		"S10赛季帝皇杯段排行以上奖励该称号"
		"5710087_description"		"S10赛季黄金段排行以上获得该头像框"
		"9900401_description"		"购买后开启S8通行证豪华版奖励领取权；<br>激活助手权益直到本期通行证结束。"
		"9900402_description"		"购买后开启S8通行证豪华版奖励领取权；<br>激活助手权益直到本期通行证结束；<br>通行证等级立即提升20级！<br><font color='#FF0000'>如已经购买S8通行证，会返还1280月石。</font>"
		"9900403_description"		"获取后增加更多S8通行证等级经验。"
		"9900404_description"		"购买后开启S9通行证豪华版奖励领取权；<br>激活助手权益直到本期通行证结束。"
		"9900405_description"		"购买后开启S9通行证豪华版奖励领取权；<br>激活助手权益直到本期通行证结束；<br>通行证等级立即提升20级！<br><font color='#FF0000'>如已经购买S9通行证，会返还1280月石。</font>"
		"9900406_description"		"获取后增加更多S9通行证等级经验。"
		"9900407_description"		"购买后开启S10通行证豪华版奖励领取权；<br>激活助手权益直到本期通行证结束。"
		"9900408_description"		"购买后开启S10通行证豪华版奖励领取权；<br>激活助手权益直到本期通行证结束；<br>通行证等级立即提升20级！<br><font color='#FF0000'>如已经购买S10通行证，会返还1280月石。</font>"
		"9900409_description"		"获取后增加更多S10通行证等级经验。"
		"9900410_description"		"购买后开启S11通行证豪华版奖励领取权；<br>激活助手权益直到本期通行证结束。"
		"9900411_description"		"购买后开启S11通行证豪华版奖励领取权；<br>激活助手权益直到本期通行证结束；<br>通行证等级立即提升20级！<br><font color='#FF0000'>如已经购买S11通行证，会返还1280月石。</font>"
		"9900412_description"		"获取后增加更多S11通行证等级经验。"
		"6000009_description"		"购买后开启S8通行证豪华版奖励领取权；<br>激活助手权益直到本期通行证结束。"
		"6100009_description"		"获取后增加更多S8通行证等级经验。"
		"6000010_description"		"购买后开启S9通行证豪华版奖励领取权；<br>激活助手权益直到本期通行证结束。"
		"6100010_description"		"获取后增加更多S9通行证等级经验。"
		"6000011_description"		"购买后开启S10通行证豪华版奖励领取权；<br>激活助手权益直到本期通行证结束。"
		"6100011_description"		"获取后增加更多S10通行证等级经验。"
		"6000012_description"		"购买后开启S11通行证豪华版奖励领取权；<br>激活助手权益直到本期通行证结束。"
		"6100012_description"		"获取后增加更多S11通行证等级经验。"
		"9900297_description"		"购买获得刷新币，每周重置。"
		"5100547_description"		"星海秘宝活动获得英雄皮肤。"
		"5100548_description"		"星海秘宝活动获得英雄皮肤。"
		"9801391_description"		"在金币奖池抽取各类道具。"
		"9801392_description"		"获得120月石。"
		"9801393_description"		"用于月泉池和金币池抽取奖品。"
		"9801394_description"		"用于月泉池抽取奖品。"
		"9801395_description"		"星海秘宝活动获得英雄皮肤。"
		"9310116_description"		"【巫医】捣蛋萌医体验卡7天"
		"9310117_description"		"【巫医】捣蛋萌医体验卡14天"
		"5203039_description"		"金币奖池抽奖获得信使"
		"5203040_description"		"金币奖池抽奖获得信使"
		"5203041_description"		"金币奖池抽奖获得信使"
		"5203042_description"		"麒麟神驹奖池抽奖获得信使"
		"5203043_description"		"S8赛季段位结算奖励"
		"5203044_description"		"金币奖池抽奖获得信使"
		"5203045_description"		"S9赛季段位结算奖励"
		"5203046_description"		"金币奖池抽奖获得信使"
		"5203047_description"		"金币奖池抽奖获得信使"
		"5203049_description"		"金币奖池抽奖获得信使"
		"5203050_description"		"金币奖池抽奖获得信使"
		"5203051_description"		"金币奖池抽奖获得信使"
		"5203052_description"		"金币奖池抽奖获得信使"
		"5203053_description"		"金币奖池抽奖获得信使"
		"5203054_description"		"金币奖池抽奖获得信使"
		"5203055_description"		"金币奖池抽奖获得信使"
		"5203056_description"		"S10赛季段位结算奖励"
		"5203057_description"		"金币奖池抽奖获得信使"
		"5100055_description"		"紫岚剑心抽奖活动获得虚无之灵英雄皮肤"
		"5210020_description"		"紫岚剑心抽奖活动获得周身特效"
		"5230034_description"		"紫岚剑心抽奖活动获得攻击特效"
		"5410021_description"		"紫岚剑心抽奖活动获得传送特效"
		"5420026_description"		"紫岚剑心抽奖活动获得击杀播报"
		"5440026_description"		"紫岚剑心抽奖活动获得连胜播报"
		"5510381_description"		"紫岚剑心抽奖获得英雄表情"
		"5510382_description"		"紫岚剑心抽奖获得英雄表情"
		"5510383_description"		"紫岚剑心抽奖获得英雄表情"
		"5510384_description"		"紫岚剑心抽奖获得英雄表情"
		"5510385_description"		"紫岚剑心抽奖获得英雄表情"
		"5510386_description"		"紫岚剑心兑换获得英雄表情"
		"5510387_description"		"紫岚剑心兑换获得英雄表情"
		"5710067_description"		"紫岚剑心抽奖活动获得头像框"
		"5720029_description"		"紫岚剑心抽奖活动获得名片背景"
		"5730031_description"		"紫岚剑心抽奖活动获得名片装饰"
		"5100056_description"		"baby暴龙兽抽奖活动获得厨子英雄皮肤"
		"5210021_description"		"baby暴龙兽抽奖活动获得周身特效"
		"5230035_description"		"baby暴龙兽抽奖活动获得攻击特效"
		"5410022_description"		"月泉战场获得传送特效"
		"5420027_description"		"baby暴龙兽抽奖活动获得击杀播报"
		"5440027_description"		"baby暴龙兽抽奖活动获得连胜播报"
		"5510391_description"		"baby暴龙兽抽奖获得英雄表情"
		"5510392_description"		"baby暴龙兽抽奖获得英雄表情"
		"5510393_description"		"baby暴龙兽抽奖获得英雄表情"
		"5510394_description"		"baby暴龙兽抽奖获得英雄表情"
		"5510395_description"		"baby暴龙兽抽奖获得英雄表情"
		"5510396_description"		"baby暴龙兽兑换获得英雄表情"
		"5510397_description"		"baby暴龙兽兑换获得英雄表情"
		"5710068_description"		"baby暴龙兽抽奖活动获得头像框"
		"5720030_description"		"baby暴龙兽抽奖活动获得名片背景"
		"5730032_description"		"baby暴龙兽抽奖活动获得名片装饰"
		"5300026_description"		"月泉抽奖获得竞技战场"
		"5300027_description"		"月泉抽奖获得竞技战场"
		"5100057_description"		"金戈铁马抽奖活动获得亚巴顿英雄皮肤"
		"5100058_description"		"星海秘宝活动获得巨魔战将英雄皮肤"
		"5100059_description"		"幽夜媚姬活动获得戴泽英雄皮肤"
		"5100060_description"		"赤焰金麟活动获得獣英雄皮肤"
		"5100064_description"		"萨摩武士活动获得朗戈英雄皮肤"
		"5100063_description"		"星海秘宝活动获得克林克兹英雄皮肤"
		"5100065_description"		"赤翼裁决者活动获得沉默术士英雄皮肤"
		"5100066_description"		"幻梦抽卡活动获得斧王英雄皮肤"
		"5100067_description"		"月泉抽卡获得神灵武士英雄皮肤"
		"5510411_description"		"月泉抽奖获得英雄表情"
		"5510412_description"		"月泉抽奖获得英雄表情"
		"5510413_description"		"月泉抽奖获得英雄表情"
		"5510414_description"		"月泉抽奖获得英雄表情"
		"5510415_description"		"月泉抽奖获得英雄表情"
		"5510416_description"		"月泉抽奖获得英雄表情"
		"5510417_description"		"月泉抽奖获得英雄表情"
		"5710069_description"		"月泉抽奖获得头像框"
		"5710071_description"		"麒麟神驹抽奖活动获得头像框"
		"5720045_description"		"S2赛季通行证获得名片背景"
		"5730047_description"		"S2赛季通行证获得名片装饰"
		"5210022_description"		"麒麟神驹抽奖活动获得周身特效"
		"5230036_description"		"赤焰金麟祈愿抽奖活动获得攻击特效"
		"5410023_description"		"赤焰金麟祈愿抽奖活动获得传送特效"
		"5420028_description"		"麒麟神驹抽奖活动获得击杀播报"
		"5440028_description"		"麒麟神驹抽奖活动获得连胜播报"
		"5501051_description"		"麒麟神驹抽奖活动获得英雄表情"
		"5501052_description"		"麒麟神驹抽奖活动获得英雄表情"
		"5501053_description"		"麒麟神驹抽奖活动获得英雄表情"
		"5501054_description"		"麒麟神驹抽奖活动获得英雄表情"
		"5501055_description"		"麒麟神驹抽奖活动获得英雄表情"
		"5501056_description"		"麒麟神驹抽奖活动获得英雄表情"
		"5501057_description"		"麒麟神驹抽奖活动获得英雄表情"
		"5720031_description"		"麒麟神驹抽奖活动获得名片背景"
		"5730033_description"		"麒麟神驹抽奖活动获得名片装饰"
		"5210023_description"		"幽夜媚姬抽奖活动获得周身特效"
		"5230037_description"		"幽夜媚姬抽奖活动获得攻击特效"
		"5410024_description"		"幽夜媚姬抽奖活动获得传送特效"
		"5420029_description"		"幽夜媚姬抽奖活动获得击杀播报"
		"5440029_description"		"幽夜媚姬抽奖活动获得连胜播报"
		"5510421_description"		"幽夜媚姬抽奖活动获得英雄表情"
		"5510422_description"		"幽夜媚姬抽奖活动获得英雄表情"
		"5510423_description"		"幽夜媚姬抽奖活动获得英雄表情"
		"5510424_description"		"幽夜媚姬抽奖活动获得英雄表情"
		"5510425_description"		"幽夜媚姬抽奖活动获得英雄表情"
		"5510426_description"		"幽夜媚姬抽奖活动获得英雄表情"
		"5510427_description"		"幽夜媚姬抽奖活动获得英雄表情"
		"5720032_description"		"幽夜媚姬抽奖活动获得名片背景"
		"5730034_description"		"幽夜媚姬抽奖活动获得名片装饰"
		"5710072_description"		"幽夜媚姬抽奖活动获得头像框"
		"5710073_description"		"赤焰金麟抽奖活动获得头像框"
		"5420030_description"		"赤焰金麟抽奖活动获得击杀播报"
		"5440030_description"		"赤焰金麟抽奖活动获得连胜播报"
		"5510431_description"		"赤焰金麟抽奖活动获得英雄表情"
		"5510432_description"		"赤焰金麟抽奖活动获得英雄表情"
		"5510433_description"		"赤焰金麟抽奖活动获得英雄表情"
		"5510434_description"		"赤焰金麟抽奖活动获得英雄表情"
		"5510435_description"		"赤焰金麟抽奖活动获得英雄表情"
		"5510436_description"		"赤焰金麟抽奖活动获得英雄表情"
		"5510437_description"		"赤焰金麟抽奖活动获得英雄表情"
		"5720033_description"		"赤焰金麟抽奖活动获得名片背景"
		"5730035_description"		"赤焰金麟抽奖活动获得名片装饰"
		"5100061_description"		"美杜莎抽奖活动获得战神英雄皮肤"
		"5210024_description"		"美杜莎抽奖活动获得周身特效"
		"5230038_description"		"美杜莎抽奖活动获得攻击特效"
		"5410025_description"		"月泉战场获得传送特效"
		"5420031_description"		"美杜莎抽奖活动获得击杀播报"
		"5440031_description"		"美杜莎抽奖活动获得连胜播报"
